
Predictions were generated on 17-Jan-2026 at 06:32:31 using OpenFAST, compiled as a 64-bit application using single precision at commit v3.5.1
 linked with  NWTC Subroutine Library; ElastoDyn

Description from the FAST input file: FAST Certification Test #18: NREL 5.0 MW Baseline Wind Turbine (Onshore)

Time	OoPDefl1	IPDefl1	TwstDefl1	BldPitch1	Azimuth	RotSpeed	GenSpeed	TTDspFA	TTDspSS	TTDspTwst	Spn2MLxb1	Spn2MLyb1	RootFxb1	RootFyb1	RootFzb1	RootMxb1	RootMyb1	RootMzb1	RotTorq	LSSGagMya	LSSGagMza	YawBrFxp	YawBrFyp	YawBrFzp	YawBrMxp	YawBrMyp	YawBrMzp	TwrBsFxt	TwrBsFyt	TwrBsFzt	TwrBsMxt	TwrBsMyt	TwrBsMzt
(s)	(m)	(m)	(deg)	(deg)	(deg)	(rpm)	(rpm)	(m)	(m)	(deg)	(kN-m)	(kN-m)	(kN)	(kN)	(kN)	(kN-m)	(kN-m)	(kN-m)	(kN-m)	(kN-m)	(kN-m)	(kN)	(kN)	(kN)	(kN-m)	(kN-m)	(kN-m)	(kN)	(kN)	(kN)	(kN-m)	(kN-m)	(kN-m)
   18.1687	  6.310590506E-001	 -9.299949557E-002	  0.000000000E+000	  0.000000000E+000	  3.257438660E+002	  1.950000000E+001	  1.891500000E+003	 -7.424904965E-003	  2.387610584E-004	  0.000000000E+000	 -4.425514221E+001	  2.968729858E+002	  6.915039062E+001	 -1.177105069E+000	  1.616402832E+003	 -3.129419804E+000	  1.887497070E+003	  1.818236470E+000	  2.735476255E+000	 -1.487613201E+001	 -3.390199280E+001	 -1.173575783E+001	  4.142837822E-001	  1.293172091E-001	  2.222495526E-001	 -5.508983231E+001	 -1.970078087E+001	 -1.431018066E+001	  5.193116665E-001	  1.275266260E-001	 -4.261088562E+001	 -1.244971191E+003	 -1.970083618E+001
   18.1750	  6.296540499E-001	 -9.281822294E-002	  0.000000000E+000	  0.000000000E+000	  3.264750977E+002	  1.950000000E+001	  1.891500000E+003	 -7.449293509E-003	  2.678805613E-004	  0.000000000E+000	 -4.431429672E+001	  2.961871948E+002	  6.907893372E+001	 -1.162428975E+000	  1.616405518E+003	 -3.655707359E+000	  1.884883057E+003	  1.815362573E+000	  1.270654559E+000	 -1.566737652E+001	 -3.332452011E+001	 -1.179668999E+001	  4.344651103E-001	  1.472826898E-001	 -1.230141640E+000	 -5.528523636E+001	 -1.904927635E+001	 -1.433751011E+001	  5.447833538E-001	  1.454786062E-001	 -4.616138840E+001	 -1.248392456E+003	 -1.904928970E+001
   18.1813	  6.282913089E-001	 -9.263979644E-002	  0.000000000E+000	  0.000000000E+000	  3.272063599E+002	  1.950000000E+001	  1.891500000E+003	 -7.472638506E-003	  2.969538909E-004	  0.000000000E+000	 -4.438365173E+001	  2.955220642E+002	  6.900592041E+001	 -1.146452546E+000	  1.616408813E+003	 -4.220753193E+000	  1.882251953E+003	  1.812990546E+000	 -3.189230561E-001	 -1.644018555E+001	 -3.272366333E+001	 -1.185701752E+001	  4.523957372E-001	  1.661614180E-001	 -2.802186489E+000	 -5.546827698E+001	 -1.838364410E+001	 -1.436220932E+001	  5.674041510E-001	  1.643443853E-001	 -4.959692383E+001	 -1.251620728E+003	 -1.838360977E+001
   18.1875	  6.269721985E-001	 -9.246438742E-002	  0.000000000E+000	  0.000000000E+000	  3.279376221E+002	  1.950000000E+001	  1.891500000E+003	 -7.494954858E-003	  3.259791993E-004	  0.000000000E+000	 -4.446393204E+001	  2.948782959E+002	  6.893138885E+001	 -1.129577637E+000	  1.616412231E+003	 -4.823321342E+000	  1.879605103E+003	  1.810716629E+000	 -2.034118414E+000	 -1.719660568E+001	 -3.209969711E+001	 -1.191668034E+001	  4.680590034E-001	  1.854037493E-001	 -4.494565010E+000	 -5.564247513E+001	 -1.770221710E+001	 -1.438426685E+001	  5.871559381E-001	  1.835743040E-001	 -5.291663742E+001	 -1.254657593E+003	 -1.770212936E+001
   18.1938	  6.256976724E-001	 -9.229215980E-002	  0.000000000E+000	  0.000000000E+000	  3.286688538E+002	  1.950000000E+001	  1.891500000E+003	 -7.516258396E-003	  3.549547691E-004	  0.000000000E+000	 -4.455350876E+001	  2.942562561E+002	  6.885543823E+001	 -1.111840367E+000	  1.616416016E+003	 -5.460306644E+000	  1.876945557E+003	  1.808506846E+000	 -3.863857746E+000	 -1.793624306E+001	 -3.145204163E+001	 -1.197567272E+001	  4.816188514E-001	  2.052250952E-001	 -6.296403408E+000	 -5.580674744E+001	 -1.700416946E+001	 -1.440377426E+001	  6.043105125E-001	  2.033837736E-001	 -5.613074875E+001	 -1.257507446E+003	 -1.700403404E+001
   18.2000	  6.244688034E-001	 -9.212328494E-002	  0.000000000E+000	  0.000000000E+000	  3.294001160E+002	  1.950000000E+001	  1.891500000E+003	 -7.536564954E-003	  3.838791745E-004	  0.000000000E+000	 -4.465291214E+001	  2.936565857E+002	  6.877819824E+001	 -1.092969894E+000	  1.616420410E+003	 -6.132523537E+000	  1.874278564E+003	  1.806970716E+000	 -5.812282562E+000	 -1.865724564E+001	 -3.078100967E+001	 -1.203399086E+001	  4.930574596E-001	  2.256897688E-001	 -8.212005615E+000	 -5.595991135E+001	 -1.629140282E+001	 -1.442082596E+001	  6.187168956E-001	  2.238371372E-001	 -5.923366547E+001	 -1.260175293E+003	 -1.629120827E+001
   18.2063	  6.232862473E-001	 -9.195794165E-002	  0.000000000E+000	  0.000000000E+000	  3.301313477E+002	  1.950000000E+001	  1.891500000E+003	 -7.555891760E-003	  4.127511929E-004	  0.000000000E+000	 -4.476181793E+001	  2.930794983E+002	  6.869980621E+001	 -1.073284864E+000	  1.616425049E+003	 -6.837053299E+000	  1.871606567E+003	  1.805297017E+000	 -7.866774559E+000	 -1.936129570E+001	 -3.008722305E+001	 -1.209155941E+001	  5.025677681E-001	  2.466157228E-001	 -1.022900295E+001	 -5.610424423E+001	 -1.556315613E+001	 -1.443546677E+001	  6.306815147E-001	  2.447523326E-001	 -6.223703766E+001	 -1.262664185E+003	 -1.556290722E+001
   18.2125	  6.221508384E-001	 -9.179630131E-002	  0.000000000E+000	  0.000000000E+000	  3.308626099E+002	  1.950000000E+001	  1.891500000E+003	 -7.574256510E-003	  4.415698349E-004	  0.000000000E+000	 -4.487955475E+001	  2.925255127E+002	  6.862046051E+001	 -1.052476645E+000	  1.616430176E+003	 -7.573677063E+000	  1.868935181E+003	  1.804150105E+000	 -1.002494431E+001	 -2.004670334E+001	 -2.936913681E+001	 -1.214837456E+001	  5.101529956E-001	  2.680679262E-001	 -1.234481430E+001	 -5.623741531E+001	 -1.481740665E+001	 -1.444783401E+001	  6.402953863E-001	  2.661942542E-001	 -6.514401245E+001	 -1.264980713E+003	 -1.481709385E+001
   18.2188	  6.210630536E-001	 -9.163853526E-002	  0.000000000E+000	  0.000000000E+000	  3.315938721E+002	  1.950000000E+001	  1.891500000E+003	 -7.591676898E-003	  4.703342856E-004	  0.000000000E+000	 -4.500603485E+001	  2.919948425E+002	  6.854026794E+001	 -1.031100154E+000	  1.616435547E+003	 -8.339807510E+000	  1.866269287E+003	  1.803134322E+000	 -1.228092670E+001	 -2.071405792E+001	 -2.862829208E+001	 -1.220433998E+001	  5.159589648E-001	  2.895943820E-001	 -1.455403805E+001	 -5.636230469E+001	 -1.405630302E+001	 -1.445797157E+001	  6.476423740E-001	  2.877110243E-001	 -6.795812225E+001	 -1.267127319E+003	 -1.405593491E+001
   18.2250	  6.200233102E-001	 -9.148482233E-002	  0.000000000E+000	  0.000000000E+000	  3.323251038E+002	  1.950000000E+001	  1.891500000E+003	 -7.608172484E-003	  4.990439047E-004	  0.000000000E+000	 -4.514042664E+001	  2.914876099E+002	  6.845950317E+001	 -1.009010553E+000	  1.616441650E+003	 -9.132175446E+000	  1.863614014E+003	  1.802377343E+000	 -1.462192631E+001	 -2.136234283E+001	 -2.786376190E+001	 -1.225945568E+001	  5.201659203E-001	  3.118745983E-001	 -1.684405708E+001	 -5.647550964E+001	 -1.327864838E+001	 -1.446605873E+001	  6.530509591E-001	  3.099819720E-001	 -7.069176483E+001	 -1.269112427E+003	 -1.327820873E+001
   18.2312	  6.190320253E-001	 -9.133534133E-002	  0.000000000E+000	  0.000000000E+000	  3.330563354E+002	  1.950000000E+001	  1.891500000E+003	 -7.623762358E-003	  5.276981974E-004	  0.000000000E+000	 -4.528287506E+001	  2.910041809E+002	  6.837831879E+001	 -9.860981107E-001	  1.616447998E+003	 -9.950224876E+000	  1.860975098E+003	  1.801857233E+000	 -1.704807472E+001	 -2.199315453E+001	 -2.707733917E+001	 -1.231356144E+001	  5.228225589E-001	  3.338270783E-001	 -1.921525955E+001	 -5.658297348E+001	 -1.248613834E+001	 -1.447208500E+001	  6.564659476E-001	  3.319258094E-001	 -7.334313965E+001	 -1.270937378E+003	 -1.248564148E+001
   18.2375	  6.180892587E-001	 -9.119024873E-002	  0.000000000E+000	  0.000000000E+000	  3.337875977E+002	  1.950000000E+001	  1.891500000E+003	 -7.638466079E-003	  5.562969018E-004	  0.000000000E+000	 -4.543129730E+001	  2.905444946E+002	  6.829695129E+001	 -9.625982046E-001	  1.616455078E+003	 -1.078838730E+001	  1.858358276E+003	  1.801509857E+000	 -1.953990936E+001	 -2.260461807E+001	 -2.626865005E+001	 -1.236667061E+001	  5.242477059E-001	  3.562457561E-001	 -2.164880562E+001	 -5.667989349E+001	 -1.167965603E+001	 -1.447626495E+001	  6.583400369E-001	  3.543362617E-001	 -7.592964935E+001	 -1.272610962E+003	 -1.167909145E+001
   18.2438	  6.171952486E-001	 -9.104973823E-002	  0.000000000E+000	  0.000000000E+000	  3.345188599E+002	  1.950000000E+001	  1.891500000E+003	 -7.652304135E-003	  5.848397268E-004	  0.000000000E+000	 -4.558629608E+001	  2.901086731E+002	  6.821564484E+001	 -9.386196733E-001	  1.616462891E+003	 -1.164643955E+001	  1.855770386E+003	  1.801576138E+000	 -2.209561157E+001	 -2.319711685E+001	 -2.543761253E+001	 -1.241866016E+001	  5.244808197E-001	  3.785429001E-001	 -2.414287949E+001	 -5.676905823E+001	 -1.085866833E+001	 -1.447867298E+001	  6.587085128E-001	  3.766256869E-001	 -7.845270538E+001	 -1.274137695E+003	 -1.085804939E+001
   18.2500	  6.163498163E-001	 -9.091396630E-002	  0.000000000E+000	  0.000000000E+000	  3.352501221E+002	  1.950000000E+001	  1.891500000E+003	 -7.665296551E-003	  6.133267889E-004	  0.000000000E+000	 -4.574763107E+001	  2.896966248E+002	  6.813468170E+001	 -9.139027596E-001	  1.616471069E+003	 -1.252164173E+001	  1.853218018E+003	  1.801581264E+000	 -2.470449448E+001	 -2.377068901E+001	 -2.458486938E+001	 -1.246945667E+001	  5.236877203E-001	  4.007464647E-001	 -2.668710518E+001	 -5.684991837E+001	 -1.002341366E+001	 -1.447944450E+001	  6.578291655E-001	  3.988220394E-001	 -8.092218781E+001	 -1.275524048E+003	 -1.002271652E+001
   18.2563	  6.155529022E-001	 -9.078310430E-002	  0.000000000E+000	  0.000000000E+000	  3.359813538E+002	  1.950000000E+001	  1.891500000E+003	 -7.677463815E-003	  6.417579716E-004	  0.000000000E+000	 -4.591283035E+001	  2.893084717E+002	  6.805426788E+001	 -8.891745806E-001	  1.616479370E+003	 -1.340649891E+001	  1.850707153E+003	  1.802027941E+000	 -2.734453773E+001	 -2.432520676E+001	 -2.371090889E+001	 -1.251895618E+001	  5.222685337E-001	  4.225262403E-001	 -2.926033974E+001	 -5.692454910E+001	 -9.176000595E+000	 -1.447867393E+001	  6.561760306E-001	  4.205950499E-001	 -8.335665131E+001	 -1.276774536E+003	 -9.175241470E+000
   18.2625	  6.148043275E-001	 -9.065732360E-002	  0.000000000E+000	  0.000000000E+000	  3.367125854E+002	  1.950000000E+001	  1.891500000E+003	 -7.688826881E-003	  6.701333914E-004	  0.000000000E+000	 -4.608251572E+001	  2.889440002E+002	  6.797473145E+001	 -8.641319275E-001	  1.616488892E+003	 -1.430195141E+001	  1.848245117E+003	  1.802300096E+000	 -3.001832962E+001	 -2.486078072E+001	 -2.281674004E+001	 -1.256708241E+001	  5.201789141E-001	  4.442787170E-001	 -3.186510086E+001	 -5.699135971E+001	 -8.316555977E+000	 -1.447653294E+001	  6.536908150E-001	  4.423412383E-001	 -8.575379944E+001	 -1.277897339E+003	 -8.315725327E+000
   18.2688	  6.141036749E-001	 -9.053678066E-002	  0.000000000E+000	  0.000000000E+000	  3.374438782E+002	  1.950000000E+001	  1.891500000E+003	 -7.699406240E-003	  6.984533393E-004	  0.000000000E+000	 -4.625512695E+001	  2.886032104E+002	  6.789629364E+001	 -8.390563726E-001	  1.616498901E+003	 -1.520216560E+001	  1.845839722E+003	  1.803215384E+000	 -3.270728683E+001	 -2.537586594E+001	 -2.190192604E+001	 -1.261375713E+001	  5.177526474E-001	  4.659102559E-001	 -3.448350906E+001	 -5.704947662E+001	 -7.446478367E+000	 -1.447317791E+001	  6.507790089E-001	  4.639668763E-001	 -8.812947845E+001	 -1.278899292E+003	 -7.445580482E+000
   18.2750	  6.134507060E-001	 -9.042163938E-002	  0.000000000E+000	  0.000000000E+000	  3.381751099E+002	  1.950000000E+001	  1.891500000E+003	 -7.709222380E-003	  7.267178735E-004	  0.000000000E+000	 -4.643003082E+001	  2.882857361E+002	  6.781926727E+001	 -8.139010668E-001	  1.616509521E+003	 -1.610334969E+001	  1.843496460E+003	  1.804038882E+000	 -3.539752197E+001	 -2.587144279E+001	 -2.096774483E+001	 -1.265885830E+001	  5.152032375E-001	  4.870775640E-001	 -3.710206223E+001	 -5.710150528E+001	 -6.566261292E+000	 -1.446868992E+001	  6.477769613E-001	  4.851287603E-001	 -9.049657440E+001	 -1.279784912E+003	 -6.565289974E+000
   18.2812	  6.128448248E-001	 -9.031205624E-002	  0.000000000E+000	  0.000000000E+000	  3.389063416E+002	  1.950000000E+001	  1.891500000E+003	 -7.718295790E-003	  7.549272268E-004	  0.000000000E+000	 -4.660660553E+001	  2.879915466E+002	  6.774397278E+001	 -7.883832455E-001	  1.616520142E+003	 -1.700266647E+001	  1.841224487E+003	  1.804998875E+000	 -3.808100128E+001	 -2.634798813E+001	 -2.001624489E+001	 -1.270223618E+001	  5.127217770E-001	  5.071836114E-001	 -3.971337509E+001	 -5.715020752E+001	 -5.679280281E+000	 -1.446316433E+001	  6.448104382E-001	  5.052297711E-001	 -9.286038208E+001	 -1.280559448E+003	 -5.678239822E+000
   18.2875	  6.122856140E-001	 -9.020817280E-002	  0.000000000E+000	  0.000000000E+000	  3.396376038E+002	  1.950000000E+001	  1.891500000E+003	 -7.726646960E-003	  7.830815739E-004	  0.000000000E+000	 -4.678347397E+001	  2.877203979E+002	  6.767065430E+001	 -7.633799314E-001	  1.616531860E+003	 -1.789526558E+001	  1.839029663E+003	  1.806102872E+000	 -4.074237442E+001	 -2.680450439E+001	 -1.904633522E+001	 -1.274386501E+001	  5.105577707E-001	  5.268844366E-001	 -4.230248260E+001	 -5.719166946E+001	 -4.784995079E+000	 -1.445681095E+001	  6.422432065E-001	  5.249260068E-001	 -9.523490906E+001	 -1.281231445E+003	 -4.783893585E+000
   18.2937	  6.117724180E-001	 -9.011014551E-002	  0.000000000E+000	  0.000000000E+000	  3.403688660E+002	  1.950000000E+001	  1.891500000E+003	 -7.734294515E-003	  8.111811476E-004	  0.000000000E+000	 -4.695988464E+001	  2.874719849E+002	  6.759959412E+001	 -7.385401726E-001	  1.616544067E+003	 -1.877713394E+001	  1.836919678E+003	  1.807407498E+000	 -4.337113190E+001	 -2.724099922E+001	 -1.805924988E+001	 -1.278360939E+001	  5.088875890E-001	  5.459579229E-001	 -4.485926819E+001	 -5.722761917E+001	 -3.884735346E+000	 -1.444974422E+001	  6.403138041E-001	  5.439952016E-001	 -9.762932587E+001	 -1.281806274E+003	 -3.883565903E+000
   18.3000	  6.113046408E-001	 -9.001810849E-002	  0.000000000E+000	  0.000000000E+000	  3.411000977E+002	  1.950000000E+001	  1.891500000E+003	 -7.741258480E-003	  8.392259479E-004	  0.000000000E+000	 -4.713553238E+001	  2.872460022E+002	  6.753110504E+001	 -7.139890194E-001	  1.616556763E+003	 -1.964623260E+001	  1.834901978E+003	  1.808794379E+000	 -4.595078659E+001	 -2.765663910E+001	 -1.705674744E+001	 -1.282137203E+001	  5.080047250E-001	  5.640676022E-001	 -4.736802292E+001	 -5.725859070E+001	 -2.981474161E+000	 -1.444208527E+001	  6.393780112E-001	  5.621008277E-001	 -1.000575867E+002	 -1.282290161E+003	 -2.980234385E+000
   18.3063	  6.108816266E-001	 -8.993219584E-002	  0.000000000E+000	  0.000000000E+000	  3.418313599E+002	  1.950000000E+001	  1.891500000E+003	 -7.747557480E-003	  8.672161493E-004	  0.000000000E+000	 -4.730887222E+001	  2.870421753E+002	  6.746544647E+001	 -6.900731921E-001	  1.616569824E+003	 -2.049599457E+001	  1.832982666E+003	  1.810318232E+000	 -4.847190857E+001	 -2.805316162E+001	 -1.603863144E+001	 -1.285702419E+001	  5.080561638E-001	  5.811215639E-001	 -4.981947327E+001	 -5.728636932E+001	 -2.074187279E+000	 -1.443393517E+001	  6.396672726E-001	  5.791512728E-001	 -1.025284958E+002	 -1.282687500E+003	 -2.072883606E+000
   18.3125	  6.105026007E-001	 -8.985253423E-002	  0.000000000E+000	  0.000000000E+000	  3.425625916E+002	  1.950000000E+001	  1.891500000E+003	 -7.753209211E-003	  8.951514610E-004	  0.000000000E+000	 -4.747915268E+001	  2.868602295E+002	  6.740291595E+001	 -6.667839289E-001	  1.616583618E+003	 -2.132384872E+001	  1.831169312E+003	  1.811833739E+000	 -5.092088318E+001	 -2.842920876E+001	 -1.500678825E+001	 -1.289049244E+001	  5.092907548E-001	  5.972819924E-001	 -5.220071793E+001	 -5.730930710E+001	 -1.166154623E+000	 -1.442546368E+001	  6.414652467E-001	  5.953085423E-001	 -1.050531921E+002	 -1.283005981E+003	 -1.164788604E+000
   18.3188	  6.101669073E-001	 -8.977925032E-002	  0.000000000E+000	  0.000000000E+000	  3.432938538E+002	  1.950000000E+001	  1.891500000E+003	 -7.758231368E-003	  9.230318246E-004	  0.000000000E+000	 -4.764539337E+001	  2.866998291E+002	  6.734375000E+001	 -6.442328691E-001	  1.616598145E+003	 -2.212528229E+001	  1.829467896E+003	  1.813401222E+000	 -5.328550720E+001	 -2.878440666E+001	 -1.396233749E+001	 -1.292169285E+001	  5.119958520E-001	  6.125963330E-001	 -5.450042725E+001	 -5.732764053E+001	 -2.612622976E-001	 -1.441678810E+001	  6.449685693E-001	  6.106198430E-001	 -1.076398087E+002	 -1.283250732E+003	 -2.598323524E-001
   18.3250	  6.098737717E-001	 -8.971244097E-002	  0.000000000E+000	  0.000000000E+000	  3.440251160E+002	  1.950000000E+001	  1.891500000E+003	 -7.762639783E-003	  9.508568910E-004	  0.000000000E+000	 -4.780780792E+001	  2.865605469E+002	  6.728827667E+001	 -6.223425269E-001	  1.616612671E+003	 -2.289967918E+001	  1.827886475E+003	  1.815177083E+000	 -5.555861664E+001	 -2.911912727E+001	 -1.290518570E+001	 -1.295048523E+001	  5.161350965E-001	  6.262311339E-001	 -5.671086884E+001	 -5.734359741E+001	  6.451781988E-001	 -1.440799046E+001	  6.504935622E-001	  6.242520213E-001	 -1.102994614E+002	 -1.283426025E+003	  6.466715932E-001
   18.3313	  6.096224189E-001	 -8.965222538E-002	  0.000000000E+000	  0.000000000E+000	  3.447563477E+002	  1.950000000E+001	  1.891500000E+003	 -7.766449824E-003	  9.786259616E-004	  0.000000000E+000	 -4.796330261E+001	  2.864421387E+002	  6.723667145E+001	 -6.013894081E-001	  1.616627563E+003	 -2.363720131E+001	  1.826428833E+003	  1.816943526E+000	 -5.771559143E+001	 -2.943287277E+001	 -1.183763695E+001	 -1.297682571E+001	  5.222990513E-001	  6.389930248E-001	 -5.880927658E+001	 -5.735482407E+001	  1.544564366E+000	 -1.439923382E+001	  6.584222317E-001	  6.370115280E-001	 -1.130480881E+002	 -1.283538452E+003	  1.546110153E+000
   18.3375	  6.094120741E-001	 -8.959868550E-002	  0.000000000E+000	  0.000000000E+000	  3.454876099E+002	  1.950000000E+001	  1.891500000E+003	 -7.769676391E-003	  1.006338513E-003	  0.000000000E+000	 -4.811346817E+001	  2.863441467E+002	  6.718923950E+001	 -5.814520121E-001	  1.616642944E+003	 -2.434044266E+001	  1.825101807E+003	  1.818724871E+000	 -5.976264572E+001	 -2.972653961E+001	 -1.076077175E+001	 -1.300057316E+001	  5.302883387E-001	  6.500607133E-001	 -6.080125809E+001	 -5.736494064E+001	  2.439497232E+000	 -1.439055538E+001	  6.687003970E-001	  6.480770707E-001	 -1.158828964E+002	 -1.283590698E+003	  2.441113710E+000
   18.3438	  6.092420220E-001	 -8.955191821E-002	  0.000000000E+000	  0.000000000E+000	  3.462188416E+002	  1.950000000E+001	  1.891500000E+003	 -7.772332989E-003	  1.033993438E-003	  0.000000000E+000	 -4.825611115E+001	  2.862663879E+002	  6.714611816E+001	 -5.626324415E-001	  1.616658813E+003	 -2.500242043E+001	  1.823911133E+003	  1.820603132E+000	 -6.167812347E+001	 -2.999855042E+001	 -9.675668716E+000	 -1.302170181E+001	  5.405086875E-001	  6.600009799E-001	 -6.266619110E+001	 -5.737072372E+001	  3.326318264E+000	 -1.438212585E+001	  6.817746758E-001	  6.580153704E-001	 -1.188213730E+002	 -1.283589111E+003	  3.327974796E+000
   18.3500	  6.091114879E-001	 -8.951199055E-002	  0.000000000E+000	  0.000000000E+000	  3.469501038E+002	  1.950000000E+001	  1.891500000E+003	 -7.774431258E-003	  1.061589690E-003	  0.000000000E+000	 -4.839101028E+001	  2.862083740E+002	  6.710756683E+001	 -5.450078845E-001	  1.616675049E+003	 -2.562166405E+001	  1.822860962E+003	  1.822371483E+000	 -6.345766068E+001	 -3.025044250E+001	 -8.583271027E+000	 -1.304008675E+001	  5.530061126E-001	  6.683781743E-001	 -6.439974213E+001	 -5.737504959E+001	  4.205296993E+000	 -1.437397861E+001	  6.977662444E-001	  6.663908958E-001	 -1.218678741E+002	 -1.283536133E+003	  4.207009315E+000
   18.3562	  6.090198159E-001	 -8.947896957E-002	  0.000000000E+000	  0.000000000E+000	  3.476813660E+002	  1.950000000E+001	  1.891500000E+003	 -7.775981911E-003	  1.089125755E-003	  0.000000000E+000	 -4.851768112E+001	  2.861698303E+002	  6.707378387E+001	 -5.286381841E-001	  1.616691284E+003	 -2.619509125E+001	  1.821956421E+003	  1.824201941E+000	 -6.508593750E+001	 -3.048048592E+001	 -7.485869408E+000	 -1.305569839E+001	  5.681015849E-001	  6.753996015E-001	 -6.598760223E+001	 -5.737589264E+001	  5.071253300E+000	 -1.436624050E+001	  7.169521451E-001	  6.734107733E-001	 -1.250334625E+002	 -1.283436890E+003	  5.073025227E+000
   18.3625	  6.089661717E-001	 -8.945291489E-002	  0.000000000E+000	  0.000000000E+000	  3.484125977E+002	  1.950000000E+001	  1.891500000E+003	 -7.776995189E-003	  1.116600120E-003	  0.000000000E+000	 -4.863483810E+001	  2.861504211E+002	  6.704491425E+001	 -5.137401819E-001	  1.616708252E+003	 -2.671892929E+001	  1.821201538E+003	  1.826084614E+000	 -6.656066132E+001	 -3.068958473E+001	 -6.383039474E+000	 -1.306846523E+001	  5.857610703E-001	  6.810149550E-001	 -6.742716217E+001	 -5.737368011E+001	  5.927055359E+000	 -1.435898590E+001	  7.394492030E-001	  6.790248752E-001	 -1.283220215E+002	 -1.283294678E+003	  5.928863049E+000
   18.3688	  6.089499593E-001	 -8.943387866E-002	  0.000000000E+000	  0.000000000E+000	  3.491438293E+002	  1.950000000E+001	  1.891500000E+003	 -7.777479012E-003	  1.144010690E-003	  0.000000000E+000	 -4.874277115E+001	  2.861498108E+002	  6.702113342E+001	 -5.000574589E-001	  1.616724609E+003	 -2.719218445E+001	  1.820599609E+003	  1.827839851E+000	 -6.787384796E+001	 -3.087842560E+001	 -5.278031349E+000	 -1.307826424E+001	  6.061911583E-001	  6.844434738E-001	 -6.871130371E+001	 -5.737229538E+001	  6.767231464E+000	 -1.435220051E+001	  7.653560042E-001	  6.824522614E-001	 -1.317377319E+002	 -1.283109253E+003	  6.769076347E+000
