
Predictions were generated on 17-Jan-2026 at 06:32:31 using OpenFAST, compiled as a 64-bit application using single precision at commit v3.5.1
 linked with  NWTC Subroutine Library; ElastoDyn

Description from the FAST input file: FAST Certification Test #18: NREL 5.0 MW Baseline Wind Turbine (Onshore)

Time	OoPDefl1	IPDefl1	TwstDefl1	BldPitch1	Azimuth	RotSpeed	GenSpeed	TTDspFA	TTDspSS	TTDspTwst	Spn2MLxb1	Spn2MLyb1	RootFxb1	RootFyb1	RootFzb1	RootMxb1	RootMyb1	RootMzb1	RotTorq	LSSGagMya	LSSGagMza	YawBrFxp	YawBrFyp	YawBrFzp	YawBrMxp	YawBrMyp	YawBrMzp	TwrBsFxt	TwrBsFyt	TwrBsFzt	TwrBsMxt	TwrBsMyt	TwrBsMzt
(s)	(m)	(m)	(deg)	(deg)	(deg)	(rpm)	(rpm)	(m)	(m)	(deg)	(kN-m)	(kN-m)	(kN)	(kN)	(kN)	(kN-m)	(kN-m)	(kN-m)	(kN-m)	(kN-m)	(kN-m)	(kN)	(kN)	(kN)	(kN-m)	(kN-m)	(kN-m)	(kN)	(kN)	(kN)	(kN-m)	(kN-m)	(kN-m)
   17.9313	  6.941246986E-001	 -1.004797146E-001	  0.000000000E+000	  0.000000000E+000	  2.979563599E+002	  1.950000000E+001	  1.891500000E+003	 -5.653951317E-003	 -8.646489587E-004	  0.000000000E+000	 -4.518095398E+001	  3.278649902E+002	  7.145932007E+001	 -1.435705066E+000	  1.616345825E+003	  5.613449574E+000	  1.981165283E+003	  2.004634380E+000	  1.941139221E+001	  2.260573387E+001	 -3.902252197E+001	 -8.426458359E+000	 -1.031292558E+000	 -2.655999959E-001	  1.796171951E+001	 -4.108078384E+001	 -4.017658615E+001	 -1.140733528E+001	 -1.307801843E+000	 -2.665413916E-001	  1.255712891E+002	 -9.666056519E+002	 -4.017747879E+001
   17.9375	  6.928141117E-001	 -1.003029197E-001	  0.000000000E+000	  0.000000000E+000	  2.986875916E+002	  1.950000000E+001	  1.891500000E+003	 -5.722394213E-003	 -8.367441478E-004	  0.000000000E+000	 -4.522085953E+001	  3.272113342E+002	  7.137751007E+001	 -1.421226382E+000	  1.616344238E+003	  5.120482922E+000	  1.978369019E+003	  2.001174212E+000	  1.806160927E+001	  2.162311935E+001	 -3.932743835E+001	 -8.555821419E+000	 -1.011076331E+000	 -2.501997948E-001	  1.661490631E+001	 -4.158416367E+001	 -3.963776779E+001	 -1.152052689E+001	 -1.282124043E+000	 -2.511701584E-001	  1.221127167E+002	 -9.774248657E+002	 -3.963862228E+001
   17.9438	  6.914583445E-001	 -1.001231596E-001	  0.000000000E+000	  0.000000000E+000	  2.994188538E+002	  1.950000000E+001	  1.891500000E+003	 -5.789618008E-003	 -8.087302558E-004	  0.000000000E+000	 -4.525290298E+001	  3.265361328E+002	  7.129778290E+001	 -1.407788634E+000	  1.616343018E+003	  4.658739567E+000	  1.975599854E+003	  1.997715235E+000	  1.682907867E+001	  2.062789536E+001	 -3.960422134E+001	 -8.682352066E+000	 -9.886916876E-001	 -2.350028455E-001	  1.538201618E+001	 -4.207686234E+001	 -3.909437561E+001	 -1.163213348E+001	 -1.253545284E+000	 -2.360018939E-001	  1.185324402E+002	 -9.880638428E+002	 -3.909521103E+001
   17.9500	  6.900587678E-001	 -9.994060546E-002	  0.000000000E+000	  0.000000000E+000	  3.001501160E+002	  1.950000000E+001	  1.891500000E+003	 -5.855629221E-003	 -7.806099602E-004	  0.000000000E+000	 -4.527513885E+001	  3.258398743E+002	  7.122019196E+001	 -1.395184398E+000	  1.616342773E+003	  4.232125759E+000	  1.972859619E+003	  1.993950248E+000	  1.571813965E+001	  1.961998749E+001	 -3.985584641E+001	 -8.805937767E+000	 -9.639760852E-001	 -2.212520242E-001	  1.426673889E+001	 -4.256574631E+001	 -3.855038071E+001	 -1.174203873E+001	 -1.222065806E+000	 -2.222794145E-001	  1.148300018E+002	 -9.985190430E+002	 -3.855120468E+001
   17.9563	  6.886168718E-001	 -9.975542873E-002	  0.000000000E+000	  0.000000000E+000	  3.008813477E+002	  1.950000000E+001	  1.891500000E+003	 -5.920432508E-003	 -7.523858803E-004	  0.000000000E+000	 -4.528986359E+001	  3.251235352E+002	  7.114479065E+001	 -1.383466244E+000	  1.616342651E+003	  3.834567308E+000	  1.970151733E+003	  1.989809394E+000	  1.471757412E+001	  1.860303116E+001	 -4.008134079E+001	 -8.926641464E+000	 -9.371663928E-001	 -2.079458982E-001	  1.325821495E+001	 -4.304585648E+001	 -3.800630951E+001	 -1.185036945E+001	 -1.187913418E+000	 -2.090014070E-001	  1.110147629E+002	 -1.008795593E+003	 -3.800711823E+001
   17.9625	  6.871342063E-001	 -9.956780076E-002	  0.000000000E+000	  0.000000000E+000	  3.016126099E+002	  1.950000000E+001	  1.891500000E+003	 -5.984034389E-003	 -7.240611012E-004	  0.000000000E+000	 -4.529585266E+001	  3.243877258E+002	  7.107156372E+001	 -1.372808695E+000	  1.616343018E+003	  3.471558571E+000	  1.967476074E+003	  1.985692620E+000	  1.383758354E+001	  1.757625389E+001	 -4.028097534E+001	 -9.044455528E+000	 -9.080288410E-001	 -1.956858784E-001	  1.236608601E+001	 -4.351975632E+001	 -3.746379471E+001	 -1.195707226E+001	 -1.150922537E+000	 -1.967691928E-001	  1.070801086E+002	 -1.018891846E+003	 -3.746457291E+001
   17.9688	  6.856126189E-001	 -9.937787801E-002	  0.000000000E+000	  0.000000000E+000	  3.023438416E+002	  1.950000000E+001	  1.891500000E+003	 -6.046438124E-003	 -6.956387660E-004	  0.000000000E+000	 -4.529322433E+001	  3.236334534E+002	  7.100053406E+001	 -1.362797856E+000	  1.616343628E+003	  3.141138792E+000	  1.964833740E+003	  1.981446981E+000	  1.306933975E+001	  1.654156113E+001	 -4.045569611E+001	 -9.159395218E+000	 -8.767607212E-001	 -1.840782017E-001	  1.158187103E+001	 -4.398736191E+001	 -3.692288971E+001	 -1.206215000E+001	 -1.111265302E+000	 -1.851889640E-001	  1.030333252E+002	 -1.028808472E+003	 -3.692364502E+001
   17.9750	  6.840539575E-001	 -9.918583930E-002	  0.000000000E+000	  0.000000000E+000	  3.030751038E+002	  1.950000000E+001	  1.891500000E+003	 -6.107648369E-003	 -6.671223091E-004	  0.000000000E+000	 -4.528290558E+001	  3.228616028E+002	  7.093165588E+001	 -1.354194641E+000	  1.616344360E+003	  2.841406822E+000	  1.962225952E+003	  1.976761222E+000	  1.241432667E+001	  1.549977875E+001	 -4.060418320E+001	 -9.271512032E+000	 -8.434332013E-001	 -1.730849445E-001	  1.090747166E+001	 -4.444714737E+001	 -3.638076401E+001	 -1.216561794E+001	 -1.068826914E+000	 -1.742229462E-001	  9.887088013E+001	 -1.038546631E+003	 -3.638150406E+001
   17.9812	  6.824602485E-001	 -9.899184108E-002	  0.000000000E+000	  0.000000000E+000	  3.038063660E+002	  1.950000000E+001	  1.891500000E+003	 -6.167669315E-003	 -6.385154556E-004	  0.000000000E+000	 -4.526442719E+001	  3.220731506E+002	  7.086492920E+001	 -1.345829010E+000	  1.616345825E+003	  2.571834564E+000	  1.959652222E+003	  1.971555471E+000	  1.186134911E+001	  1.445266914E+001	 -4.072974396E+001	 -9.380803108E+000	 -8.080531955E-001	 -1.627947539E-001	  1.033093834E+001	 -4.490180969E+001	 -3.584511948E+001	 -1.226741600E+001	 -1.024060249E+000	 -1.639595777E-001	  9.460930634E+001	 -1.048104492E+003	 -3.584584427E+001
   17.9875	  6.808336377E-001	 -9.879603982E-002	  0.000000000E+000	  0.000000000E+000	  3.045375977E+002	  1.950000000E+001	  1.891500000E+003	 -6.226503290E-003	 -6.098219310E-004	  0.000000000E+000	 -4.523885727E+001	  3.212691650E+002	  7.080018616E+001	 -1.338795066E+000	  1.616346802E+003	  2.333492041E+000	  1.957111816E+003	  1.966747999E+000	  1.141385651E+001	  1.339942360E+001	 -4.082994080E+001	 -9.487312317E+000	 -7.707902193E-001	 -1.535496116E-001	  9.856863022E+000	 -4.535144043E+001	 -3.530744553E+001	 -1.236750507E+001	 -9.766729474E-001	 -1.547410190E-001	  9.023921204E+001	 -1.057481201E+003	 -3.530814743E+001
   17.9938	  6.791762710E-001	 -9.859859198E-002	  0.000000000E+000	  0.000000000E+000	  3.052688599E+002	  1.950000000E+001	  1.891500000E+003	 -6.284153089E-003	 -5.810460425E-004	  0.000000000E+000	 -4.520632553E+001	  3.204507446E+002	  7.073748016E+001	 -1.332206249E+000	  1.616348755E+003	  2.120312214E+000	  1.954604126E+003	  1.961545110E+000	  1.105835819E+001	  1.234473228E+001	 -4.090554428E+001	 -9.591162682E+000	 -7.316472530E-001	 -1.444088072E-001	  9.470778465E+000	 -4.579158020E+001	 -3.477758789E+001	 -1.246595478E+001	 -9.272171855E-001	 -1.456264257E-001	  8.578066254E+001	 -1.066679443E+003	 -3.477827072E+001
   18.0000	  6.774905920E-001	 -9.839966148E-002	  0.000000000E+000	  0.000000000E+000	  3.060001221E+002	  1.950000000E+001	  1.891500000E+003	 -6.340621039E-003	 -5.521918065E-004	  0.000000000E+000	 -4.516763687E+001	  3.196190186E+002	  7.067659760E+001	 -1.326297402E+000	  1.616350220E+003	  1.933485031E+000	  1.952127930E+003	  1.956239939E+000	  1.079114342E+001	  1.128668690E+001	 -4.095853424E+001	 -9.692324638E+000	 -6.909105182E-001	 -1.360766888E-001	  9.170210838E+000	 -4.622800827E+001	 -3.424831772E+001	 -1.256260204E+001	 -8.755738735E-001	 -1.373202056E-001	  8.123093414E+001	 -1.075693970E+003	 -3.424898148E+001
   18.0063	  6.757789254E-001	 -9.819939733E-002	  0.000000000E+000	  0.000000000E+000	  3.067313538E+002	  1.950000000E+001	  1.891500000E+003	 -6.395909470E-003	 -5.232638214E-004	  0.000000000E+000	 -4.512241745E+001	  3.187752380E+002	  7.061743927E+001	 -1.321419954E+000	  1.616352173E+003	  1.772152424E+000	  1.949681396E+003	  1.950713277E+000	  1.060797787E+001	  1.022720909E+001	 -4.098692703E+001	 -9.790912628E+000	 -6.485887170E-001	 -1.282431930E-001	  8.950741768E+000	 -4.665760040E+001	 -3.372145081E+001	 -1.265746212E+001	 -8.219164610E-001	 -1.295122653E-001	  7.659670258E+001	 -1.084525757E+003	 -3.372209930E+001
   18.0125	  6.740438938E-001	 -9.799794853E-002	  0.000000000E+000	  0.000000000E+000	  3.074626160E+002	  1.950000000E+001	  1.891500000E+003	 -6.450019311E-003	 -4.942665691E-004	  0.000000000E+000	 -4.507237244E+001	  3.179206238E+002	  7.055995178E+001	 -1.316924930E+000	  1.616354248E+003	  1.630246639E+000	  1.947263062E+003	  1.944941282E+000	  1.049217701E+001	  9.168055534E+000	 -4.099302292E+001	 -9.886985779E+000	 -6.049125195E-001	 -1.205988526E-001	  8.795775414E+000	 -4.708071518E+001	 -3.320010376E+001	 -1.275048828E+001	 -7.666978836E-001	 -1.218931749E-001	  7.189540863E+001	 -1.093173950E+003	 -3.320074081E+001
   18.0188	  6.722880006E-001	 -9.779547155E-002	  0.000000000E+000	  0.000000000E+000	  3.081938477E+002	  1.950000000E+001	  1.891500000E+003	 -6.502952427E-003	 -4.652047646E-004	  0.000000000E+000	 -4.501738739E+001	  3.170563049E+002	  7.050387573E+001	 -1.313166857E+000	  1.616356323E+003	  1.508713722E+000	  1.944869751E+003	  1.939596891E+000	  1.044557858E+001	  8.108804703E+000	 -4.097545242E+001	 -9.980616570E+000	 -5.599595904E-001	 -1.138160080E-001	  8.707719803E+000	 -4.749881744E+001	 -3.267995071E+001	 -1.284158039E+001	 -7.097830772E-001	 -1.151351780E-001	  6.712299347E+001	 -1.101634399E+003	 -3.268056870E+001
   18.0250	  6.705139875E-001	 -9.759210050E-002	  0.000000000E+000	  0.000000000E+000	  3.089251099E+002	  1.950000000E+001	  1.891500000E+003	 -6.554709747E-003	 -4.360833555E-004	  0.000000000E+000	 -4.495933914E+001	  3.161836243E+002	  7.044914246E+001	 -1.309772372E+000	  1.616358521E+003	  1.402166367E+000	  1.942499390E+003	  1.933588386E+000	  1.044818878E+001	  7.052955151E+000	 -4.093526840E+001	 -1.007194519E+001	 -5.140099525E-001	 -1.065845788E-001	  8.666692734E+000	 -4.790731049E+001	 -3.216471863E+001	 -1.293077946E+001	 -6.517098546E-001	 -1.079282835E-001	  6.230022430E+001	 -1.109910156E+003	 -3.216532135E+001
   18.0312	  6.687245965E-001	 -9.738799185E-002	  0.000000000E+000	  0.000000000E+000	  3.096563721E+002	  1.950000000E+001	  1.891500000E+003	 -6.605291739E-003	 -4.069071729E-004	  0.000000000E+000	 -4.489670181E+001	  3.153040466E+002	  7.039554596E+001	 -1.306646347E+000	  1.616360474E+003	  1.312265277E+000	  1.940148560E+003	  1.927712083E+000	  1.050109768E+001	  5.998113155E+000	 -4.087311554E+001	 -1.016095734E+001	 -4.671109021E-001	 -1.002047285E-001	  8.674201012E+000	 -4.831278992E+001	 -3.165092850E+001	 -1.301789188E+001	 -5.924010873E-001	 -1.015725881E-001	  5.742496109E+001	 -1.117994019E+003	 -3.165152550E+001
   18.0375	  6.669225097E-001	 -9.718328714E-002	  0.000000000E+000	  0.000000000E+000	  3.103876038E+002	  1.950000000E+001	  1.891500000E+003	 -6.654700264E-003	 -3.776813683E-004	  0.000000000E+000	 -4.483264923E+001	  3.144186707E+002	  7.034289551E+001	 -1.304051638E+000	  1.616362793E+003	  1.231809020E+000	  1.937815186E+003	  1.921880245E+000	  1.058690071E+001	  4.948140621E+000	 -4.078687668E+001	 -1.024786377E+001	 -4.195747674E-001	 -9.335526079E-002	  8.713385582E+000	 -4.870788193E+001	 -3.113849640E+001	 -1.310299778E+001	 -5.322574973E-001	 -9.474688768E-002	  5.251321030E+001	 -1.125889404E+003	 -3.113907242E+001
   18.0437	  6.651105881E-001	 -9.697812796E-002	  0.000000000E+000	  0.000000000E+000	  3.111188354E+002	  1.950000000E+001	  1.891500000E+003	 -6.702934857E-003	 -3.484109766E-004	  0.000000000E+000	 -4.476656723E+001	  3.135290833E+002	  7.029104614E+001	 -1.301643848E+000	  1.616364868E+003	  1.159014821E+000	  1.935495972E+003	  1.916325927E+000	  1.069464588E+001	  3.903255939E+000	 -4.067944717E+001	 -1.033268833E+001	 -3.715390563E-001	 -8.658363670E-002	  8.773271561E+000	 -4.909626007E+001	 -3.062997437E+001	 -1.318595600E+001	 -4.715969563E-001	 -8.799873292E-002	  4.757732773E+001	 -1.133591431E+003	 -3.063053703E+001
   18.0500	  6.632916331E-001	 -9.677265584E-002	  0.000000000E+000	  0.000000000E+000	  3.118500977E+002	  1.950000000E+001	  1.891500000E+003	 -6.749997381E-003	 -3.191012074E-004	  0.000000000E+000	 -4.469985199E+001	  3.126365051E+002	  7.023978424E+001	 -1.299313903E+000	  1.616366699E+003	  1.090906024E+000	  1.933187378E+003	  1.910045743E+000	  1.081770706E+001	  2.862989902E+000	 -4.055012894E+001	 -1.041550255E+001	 -3.232158422E-001	 -8.031476289E-002	  8.848024368E+000	 -4.948020935E+001	 -3.012106705E+001	 -1.326664639E+001	 -4.104879200E-001	 -8.175285906E-002	  4.262105560E+001	 -1.141096802E+003	 -3.012161446E+001
   18.0563	  6.614686251E-001	 -9.656701237E-002	  0.000000000E+000	  0.000000000E+000	  3.125813599E+002	  1.950000000E+001	  1.891500000E+003	 -6.795888301E-003	 -2.897572122E-004	  0.000000000E+000	 -4.463285828E+001	  3.117424011E+002	  7.018892670E+001	 -1.297147393E+000	  1.616368896E+003	  1.025451779E+000	  1.930886230E+003	  1.903937817E+000	  1.094414425E+001	  1.829946518E+000	 -4.039936829E+001	 -1.049644852E+001	 -2.747390568E-001	 -7.372990251E-002	  8.925599098E+000	 -4.985576248E+001	 -2.961510277E+001	 -1.334509182E+001	 -3.492912948E-001	 -7.519064099E-002	  3.765827942E+001	 -1.148406250E+003	 -2.961563873E+001
   18.0625	  6.596443057E-001	 -9.636133909E-002	  0.000000000E+000	  0.000000000E+000	  3.133126221E+002	  1.950000000E+001	  1.891500000E+003	 -6.840608548E-003	 -2.603842004E-004	  0.000000000E+000	 -4.456685638E+001	  3.108480835E+002	  7.013826752E+001	 -1.294915318E+000	  1.616370972E+003	  9.571512938E-001	  1.928588623E+003	  1.898211002E+000	  1.106029415E+001	  8.038359880E-001	 -4.022612000E+001	 -1.057562637E+001	 -2.263986915E-001	 -6.699732691E-002	  8.993176460E+000	 -5.022388840E+001	 -2.910833931E+001	 -1.342118645E+001	 -2.882745266E-001	 -6.848029792E-002	  3.270016479E+001	 -1.155516968E+003	 -2.910886192E+001
   18.0688	  6.578216553E-001	 -9.615577757E-002	  0.000000000E+000	  0.000000000E+000	  3.140438538E+002	  1.950000000E+001	  1.891500000E+003	 -6.884159986E-003	 -2.309873089E-004	  0.000000000E+000	 -4.450226212E+001	  3.099550476E+002	  7.008763885E+001	 -1.292419195E+000	  1.616372803E+003	  8.850163221E-001	  1.926292236E+003	  1.892562866E+000	  1.116002655E+001	 -2.134096622E-001	 -4.003136063E+001	 -1.065313148E+001	 -1.782878041E-001	 -6.005341932E-002	  9.044620514E+000	 -5.058389282E+001	 -2.860261536E+001	 -1.349488068E+001	 -2.276105583E-001	 -6.155824289E-002	  2.775370979E+001	 -1.162427246E+003	 -2.860312080E+001
   18.0750	  6.560034156E-001	 -9.595046937E-002	  0.000000000E+000	  0.000000000E+000	  3.147750854E+002	  1.950000000E+001	  1.891500000E+003	 -6.926544011E-003	 -2.015716600E-004	  0.000000000E+000	 -4.443959045E+001	  3.090644531E+002	  7.003684998E+001	 -1.289738059E+000	  1.616374512E+003	  8.059951663E-001	  1.923992188E+003	  1.886497378E+000	  1.122973061E+001	 -1.222562432E+000	 -3.981536865E+001	 -1.072904205E+001	 -1.306802332E-001	 -5.282901227E-002	  9.067042351E+000	 -5.093669510E+001	 -2.809517860E+001	 -1.356610012E+001	 -1.675813645E-001	 -5.435522646E-002	  2.283051682E+001	 -1.169135254E+003	 -2.809566689E+001
   18.0813	  6.541925669E-001	 -9.574554861E-002	  0.000000000E+000	  0.000000000E+000	  3.155063782E+002	  1.950000000E+001	  1.891500000E+003	 -6.967762019E-003	 -1.721422886E-004	  0.000000000E+000	 -4.438086319E+001	  3.081778259E+002	  6.998565674E+001	 -1.287018418E+000	  1.616376221E+003	  7.156955004E-001	  1.921686646E+003	  1.880986810E+000	  1.126036549E+001	 -2.222148895E+000	 -3.957614136E+001	 -1.080349159E+001	 -8.380106091E-002	 -4.525310174E-002	  9.052104950E+000	 -5.128031158E+001	 -2.758276939E+001	 -1.363480854E+001	 -1.083376929E-001	 -4.680031538E-002	  1.793734360E+001	 -1.175640015E+003	 -2.758324242E+001
   18.0875	  6.523917913E-001	 -9.554117173E-002	  0.000000000E+000	  0.000000000E+000	  3.162376099E+002	  1.950000000E+001	  1.891500000E+003	 -7.007817272E-003	 -1.427042444E-004	  0.000000000E+000	 -4.432566452E+001	  3.072965088E+002	  6.993394470E+001	 -1.283722878E+000	  1.616378052E+003	  6.102955341E-001	  1.919372070E+003	  1.875573039E+000	  1.123905277E+001	 -3.210854292E+000	 -3.931585693E+001	 -1.087656307E+001	 -3.776830062E-002	 -3.701270372E-002	  8.986700058E+000	 -5.161505890E+001	 -2.706965637E+001	 -1.370094395E+001	 -5.029245093E-002	 -3.858044744E-002	  1.308980656E+001	 -1.181940063E+003	 -2.707011032E+001
   18.0938	  6.506038904E-001	 -9.533746541E-002	  0.000000000E+000	  0.000000000E+000	  3.169688416E+002	  1.950000000E+001	  1.891500000E+003	 -7.046712097E-003	 -1.132623656E-004	  0.000000000E+000	 -4.427476120E+001	  3.064217834E+002	  6.988153076E+001	 -1.280180812E+000	  1.616379639E+003	  4.892681837E-001	  1.917045288E+003	  1.869746804E+000	  1.115858459E+001	 -4.189065933E+000	 -3.903314209E+001	 -1.094833469E+001	  7.204267662E-003	 -2.830371633E-002	  8.864439011E+000	 -5.194100571E+001	 -2.655114174E+001	 -1.376445389E+001	  6.468419917E-003	 -2.989155240E-002	  8.292276382E+000	 -1.188034058E+003	 -2.655158043E+001
   18.1000	  6.488315463E-001	 -9.513457865E-002	  0.000000000E+000	  0.000000000E+000	  3.177001038E+002	  1.950000000E+001	  1.891500000E+003	 -7.084450219E-003	 -8.382151282E-005	  0.000000000E+000	 -4.423009872E+001	  3.055549316E+002	  6.982821655E+001	 -1.276106238E+000	  1.616381226E+003	  3.472836614E-001	  1.914703735E+003	  1.864406228E+000	  1.100649643E+001	 -5.155379295E+000	 -3.872965622E+001	 -1.101889896E+001	  5.093765631E-002	 -1.906845719E-002	  8.672966957E+000	 -5.225853729E+001	 -2.602928734E+001	 -1.382526302E+001	  6.160873175E-002	 -2.067589201E-002	  3.557881832E+000	 -1.193920532E+003	 -2.602970314E+001
   18.1062	  6.470774412E-001	 -9.493265301E-002	  0.000000000E+000	  0.000000000E+000	  3.184313660E+002	  1.950000000E+001	  1.891500000E+003	 -7.121035829E-003	 -5.438627704E-005	  0.000000000E+000	 -4.419081879E+001	  3.046972656E+002	  6.977388763E+001	 -1.270862699E+000	  1.616383057E+003	  1.849336922E-001	  1.912344604E+003	  1.859542847E+000	  1.077803707E+001	 -6.109960556E+000	 -3.840377426E+001	 -1.108834457E+001	  9.334297478E-002	 -9.381473064E-003	  8.407878876E+000	 -5.256705093E+001	 -2.550182533E+001	 -1.388334560E+001	  1.150193289E-001	 -1.100809500E-002	 -1.108722806E+000	 -1.199598389E+003	 -2.550221252E+001
   18.1125	  6.453441381E-001	 -9.473184496E-002	  0.000000000E+000	  0.000000000E+000	  3.191626282E+002	  1.950000000E+001	  1.891500000E+003	 -7.156473119E-003	 -2.496115485E-005	  0.000000000E+000	 -4.415844345E+001	  3.038499756E+002	  6.971836853E+001	 -1.265406489E+000	  1.616384521E+003	 -2.658695215E-003	  1.909966431E+003	  1.854134798E+000	  1.046440697E+001	 -7.051131725E+000	 -3.805496216E+001	 -1.115677357E+001	  1.342213452E-001	  1.166584785E-003	  8.060878754E+000	 -5.286426926E+001	 -2.496712685E+001	 -1.393870831E+001	  1.665324718E-001	 -4.787101934E-004	 -5.700374603E+000	 -1.205069214E+003	 -2.496749306E+001
   18.1188	  6.436340809E-001	 -9.453228861E-002	  0.000000000E+000	  0.000000000E+000	  3.198938599E+002	  1.950000000E+001	  1.891500000E+003	 -7.190768141E-003	  4.449530934E-006	  0.000000000E+000	 -4.413411331E+001	  3.030142212E+002	  6.966153717E+001	 -1.259413838E+000	  1.616386230E+003	 -2.190854102E-001	  1.907566772E+003	  1.849301100E+000	  1.005589008E+001	 -7.979165554E+000	 -3.768408585E+001	 -1.122423840E+001	  1.733739674E-001	  1.250804309E-002	  7.622741222E+000	 -5.315224075E+001	 -2.442366982E+001	 -1.399127197E+001	  2.159463018E-001	  1.084454544E-002	 -1.020866966E+001	 -1.210330444E+003	 -2.442400742E+001
   18.1250	  6.419497728E-001	 -9.433414042E-002	  0.000000000E+000	  0.000000000E+000	  3.206250916E+002	  1.950000000E+001	  1.891500000E+003	 -7.223926485E-003	  3.384161755E-005	  0.000000000E+000	 -4.411740494E+001	  3.021911926E+002	  6.960333252E+001	 -1.252353668E+000	  1.616387939E+003	 -4.634537101E-001	  1.905144531E+003	  1.844825268E+000	  9.545799255E+000	 -8.893286705E+000	 -3.729118729E+001	 -1.129079914E+001	  2.107726783E-001	  2.440512739E-002	  7.086589813E+000	 -5.343035126E+001	 -2.387357140E+001	 -1.404102802E+001	  2.630130053E-001	  2.272392996E-002	 -1.462432289E+001	 -1.215383179E+003	 -2.387388039E+001
   18.1313	  6.402934194E-001	 -9.413755685E-002	  0.000000000E+000	  0.000000000E+000	  3.213563538E+002	  1.950000000E+001	  1.891500000E+003	 -7.255955599E-003	  6.321118417E-005	  0.000000000E+000	 -4.410852051E+001	  3.013821106E+002	  6.954357147E+001	 -1.244523406E+000	  1.616389771E+003	 -7.385914922E-001	  1.902697754E+003	  1.840096474E+000	  8.928020477E+000	 -9.794909477E+000	 -3.687625122E+001	 -1.135648823E+001	  2.462175488E-001	  3.676455095E-002	  6.447094440E+000	 -5.370064545E+001	 -2.331233406E+001	 -1.408790874E+001	  3.076783419E-001	  3.506615758E-002	 -1.894423866E+001	 -1.220225708E+003	 -2.331261826E+001
   18.1375	  6.386672854E-001	 -9.394267946E-002	  0.000000000E+000	  0.000000000E+000	  3.220876160E+002	  1.950000000E+001	  1.891500000E+003	 -7.286862936E-003	  9.255444456E-005	  0.000000000E+000	 -4.410837936E+001	  3.005878296E+002	  6.948223877E+001	 -1.235758066E+000	  1.616391602E+003	 -1.047544122E+000	  1.900226074E+003	  1.835866570E+000	  8.198346138E+000	 -1.068064404E+001	 -3.643816376E+001	 -1.142142296E+001	  2.796718776E-001	  5.023407191E-002	  5.699953556E+000	 -5.395900726E+001	 -2.274153709E+001	 -1.413198376E+001	  3.497985899E-001	  4.851900786E-002	 -2.316283226E+001	 -1.224861572E+003	 -2.274178505E+001
   18.1438	  6.370734572E-001	 -9.374967217E-002	  0.000000000E+000	  0.000000000E+000	  3.228188477E+002	  1.950000000E+001	  1.891500000E+003	 -7.316656876E-003	  1.218679099E-004	  0.000000000E+000	 -4.411875916E+001	  2.998094482E+002	  6.941928101E+001	 -1.225989461E+000	  1.616393311E+003	 -1.392481208E+000	  1.897729736E+003	  1.832110047E+000	  7.350613117E+000	 -1.155076694E+001	 -3.597698975E+001	 -1.148563957E+001	  3.110154867E-001	  6.457237899E-002	  4.839346409E+000	 -5.420557785E+001	 -2.215967751E+001	 -1.417325878E+001	  3.892399669E-001	  6.284112483E-002	 -2.727453613E+001	 -1.229291626E+003	 -2.215989304E+001
   18.1500	  6.355139613E-001	 -9.355869144E-002	  0.000000000E+000	  0.000000000E+000	  3.235501099E+002	  1.950000000E+001	  1.891500000E+003	 -7.345347665E-003	  1.511482697E-004	  0.000000000E+000	 -4.413748169E+001	  2.990478821E+002	  6.935462189E+001	 -1.215128660E+000	  1.616395386E+003	 -1.770912290E+000	  1.895207275E+003	  1.828025579E+000	  6.383308887E+000	 -1.240637875E+001	 -3.549272156E+001	 -1.154914665E+001	  3.401750028E-001	  7.965166867E-002	  3.864139795E+000	 -5.444264603E+001	 -2.156409264E+001	 -1.421167946E+001	  4.260075688E-001	  7.790479809E-002	 -3.127896118E+001	 -1.233515015E+003	 -2.156427383E+001
   18.1562	  6.339905262E-001	 -9.336988628E-002	  0.000000000E+000	  0.000000000E+000	  3.242813416E+002	  1.950000000E+001	  1.891500000E+003	 -7.372944616E-003	  1.803924388E-004	  0.000000000E+000	 -4.416632462E+001	  2.983041687E+002	  6.928824615E+001	 -1.203494191E+000	  1.616397583E+003	 -2.185825586E+000	  1.892660522E+003	  1.824458241E+000	  5.295258522E+000	 -1.324506378E+001	 -3.498537827E+001	 -1.161201572E+001	  3.671888709E-001	  9.560548514E-002	  2.772835970E+000	 -5.466781235E+001	 -2.095735168E+001	 -1.424731350E+001	  4.600052238E-001	  9.384348243E-002	 -3.517258072E+001	 -1.237535767E+003	 -2.095749283E+001
   18.1625	  6.325050592E-001	 -9.318343550E-002	  0.000000000E+000	  0.000000000E+000	  3.250126038E+002	  1.950000000E+001	  1.891500000E+003	 -7.399459835E-003	  2.095975797E-004	  0.000000000E+000	 -4.420545959E+001	  2.975789185E+002	  6.922016144E+001	 -1.190889955E+000	  1.616400146E+003	 -2.638674736E+000	  1.890090088E+003	  1.821237206E+000	  4.079017162E+000	 -1.406867027E+001	 -3.445488358E+001	 -1.167422009E+001	  3.918737173E-001	  1.121668667E-001	  1.558669567E+000	 -5.488320160E+001	 -2.033560753E+001	 -1.428014469E+001	  4.911160767E-001	  1.103903055E-001	 -3.895021820E+001	 -1.241353882E+003	 -2.033571243E+001
